file_name,file_path,true_label,predicted_label,mean_prob,max_prob,positive_ratio,n_windows
23.wav,data/test_resampled/low_snr_labeled/06Sept15_left/23.wav,1,1,0.9441508650779724,1.0,0.9325842696629213,89
24.wav,data/test_resampled/low_snr_labeled/06Sept15_left/24.wav,1,1,0.9998140335083008,1.0,1.0,8
25.wav,data/test_resampled/low_snr_labeled/06Sept15_left/25.wav,1,1,1.0,1.0,1.0,31
26.wav,data/test_resampled/low_snr_labeled/06Sept15_left/26.wav,1,1,0.9992157816886902,1.0,1.0,14
27.wav,data/test_resampled/low_snr_labeled/06Sept15_left/27.wav,1,1,0.9999956488609314,1.0,1.0,65
28.wav,data/test_resampled/low_snr_labeled/06Sept15_left/28.wav,1,1,0.9959812164306641,1.0,0.9924812030075187,133
29.wav,data/test_resampled/low_snr_labeled/06Sept15_left/29.wav,1,1,0.9990756511688232,1.0,1.0,194
3.wav,data/test_resampled/low_snr_labeled/06Sept15_left/3.wav,1,1,0.9586547017097473,1.0,0.9473684210526315,19
30.wav,data/test_resampled/low_snr_labeled/06Sept15_left/30.wav,1,1,1.0,1.0,1.0,15
31.wav,data/test_resampled/low_snr_labeled/06Sept15_left/31.wav,1,1,0.9407756924629211,1.0,0.9354838709677419,93
32.wav,data/test_resampled/low_snr_labeled/06Sept15_left/32.wav,1,1,1.0,1.0,1.0,30
33.wav,data/test_resampled/low_snr_labeled/06Sept15_left/33.wav,1,1,0.9999998807907104,1.0,1.0,16
34.wav,data/test_resampled/low_snr_labeled/06Sept15_left/34.wav,1,1,0.9325655698776245,1.0,0.9375,16
35.wav,data/test_resampled/low_snr_labeled/06Sept15_left/35.wav,1,1,1.0,1.0,1.0,13
36_whistle+click.wav,data/test_resampled/low_snr_labeled/06Sept15_left/36_whistle+click.wav,1,1,0.8728170990943909,1.0,0.8735632183908046,87
37.wav,data/test_resampled/low_snr_labeled/06Sept15_left/37.wav,1,1,0.9999838471412659,1.0,1.0,104
38.wav,data/test_resampled/low_snr_labeled/06Sept15_left/38.wav,1,1,0.9243762493133545,1.0,0.9282296650717703,418
4.wav,data/test_resampled/low_snr_labeled/06Sept15_left/4.wav,1,1,0.9979332685470581,1.0,1.0,144
40.wav,data/test_resampled/low_snr_labeled/06Sept15_left/40.wav,1,1,0.9907566905021667,1.0,0.9904761904761905,105
41.wav,data/test_resampled/low_snr_labeled/06Sept15_left/41.wav,1,1,1.0,1.0,1.0,22
42.wav,data/test_resampled/low_snr_labeled/06Sept15_left/42.wav,1,1,0.9997060894966125,1.0,1.0,121
43.wav,data/test_resampled/low_snr_labeled/06Sept15_left/43.wav,1,1,0.9999993443489075,1.0,1.0,15
44.wav,data/test_resampled/low_snr_labeled/06Sept15_left/44.wav,1,1,1.0,1.0,1.0,6
45.wav,data/test_resampled/low_snr_labeled/06Sept15_left/45.wav,1,1,0.9966667890548706,1.0,1.0,81
5.wav,data/test_resampled/low_snr_labeled/06Sept15_left/5.wav,1,1,0.9153698086738586,1.0,0.9056603773584906,53
6.wav,data/test_resampled/low_snr_labeled/06Sept15_left/6.wav,1,1,0.9199183583259583,1.0,0.9236641221374046,131
7.wav,data/test_resampled/low_snr_labeled/06Sept15_left/7.wav,1,1,0.9537616968154907,1.0,0.9496402877697842,139
8.wav,data/test_resampled/low_snr_labeled/06Sept15_left/8.wav,1,1,0.9737604260444641,1.0,0.9821428571428571,56
9.wav,data/test_resampled/low_snr_labeled/06Sept15_left/9.wav,1,1,0.9968605041503906,1.0,1.0,24
squawk_like_heardelsewhere.wav,data/test_resampled/low_snr_labeled/06Sept15_left/squawk_like_heardelsewhere.wav,1,1,1.0,1.0,1.0,10
1.wav,data/test_resampled/low_snr_labeled/9 Oct 06 Splash and Penn/1.wav,1,1,0.9662747383117676,1.0,0.9655172413793104,29
10.wav,data/test_resampled/low_snr_labeled/9 Oct 06 Splash and Penn/10.wav,1,1,1.0,1.0,1.0,11
11.wav,data/test_resampled/low_snr_labeled/9 Oct 06 Splash and Penn/11.wav,1,1,1.0,1.0,1.0,5
12.wav,data/test_resampled/low_snr_labeled/9 Oct 06 Splash and Penn/12.wav,1,1,0.9968128800392151,1.0,0.9953917050691244,434
14.wav,data/test_resampled/low_snr_labeled/9 Oct 06 Splash and Penn/14.wav,1,1,0.9751647114753723,1.0,0.9802631578947368,152
15.wav,data/test_resampled/low_snr_labeled/9 Oct 06 Splash and Penn/15.wav,1,1,1.0,1.0,1.0,31
16.wav,data/test_resampled/low_snr_labeled/9 Oct 06 Splash and Penn/16.wav,1,1,1.0,1.0,1.0,44
17.wav,data/test_resampled/low_snr_labeled/9 Oct 06 Splash and Penn/17.wav,1,1,0.9998957514762878,1.0,1.0,53
18.wav,data/test_resampled/low_snr_labeled/9 Oct 06 Splash and Penn/18.wav,1,1,1.0,1.0,1.0,6
19.wav,data/test_resampled/low_snr_labeled/9 Oct 06 Splash and Penn/19.wav,1,1,1.0,1.0,1.0,25
2.wav,data/test_resampled/low_snr_labeled/9 Oct 06 Splash and Penn/2.wav,1,1,0.9103061556816101,1.0,0.9104477611940298,134
3.wav,data/test_resampled/low_snr_labeled/9 Oct 06 Splash and Penn/3.wav,1,1,1.0,1.0,1.0,18
4.wav,data/test_resampled/low_snr_labeled/9 Oct 06 Splash and Penn/4.wav,1,1,1.0,1.0,1.0,7
5.wav,data/test_resampled/low_snr_labeled/9 Oct 06 Splash and Penn/5.wav,1,1,0.9999642968177795,1.0,1.0,30
6.wav,data/test_resampled/low_snr_labeled/9 Oct 06 Splash and Penn/6.wav,1,1,0.9999813437461853,1.0,1.0,332
7.wav,data/test_resampled/low_snr_labeled/9 Oct 06 Splash and Penn/7.wav,1,1,1.0,1.0,1.0,32
8.wav,data/test_resampled/low_snr_labeled/9 Oct 06 Splash and Penn/8.wav,1,1,0.9998499751091003,1.0,1.0,208
9.wav,data/test_resampled/low_snr_labeled/9 Oct 06 Splash and Penn/9.wav,1,1,1.0,1.0,1.0,32
Hantu-W_20210210T092647_162.wav,data/test_resampled/singapore_waters/Hantu-W_20210210T092647_162.wav,1,1,1.0,1.0,1.0,57
Hantu-W_20210210T092647_164.wav,data/test_resampled/singapore_waters/Hantu-W_20210210T092647_164.wav,1,1,1.0,1.0,1.0,57
Hantu-W_20210210T092647_235.wav,data/test_resampled/singapore_waters/Hantu-W_20210210T092647_235.wav,1,1,1.0,1.0,1.0,57
Hantu-W_20210210T092647_50.wav,data/test_resampled/singapore_waters/Hantu-W_20210210T092647_50.wav,1,1,0.7962664365768433,1.0,0.8070175438596491,57
Hantu-W_20210210T094148_125.wav,data/test_resampled/singapore_waters/Hantu-W_20210210T094148_125.wav,1,1,1.0,1.0,1.0,57
Hantu-W_20210210T094148_73.wav,data/test_resampled/singapore_waters/Hantu-W_20210210T094148_73.wav,1,1,1.0,1.0,1.0,57
Hantu-W_20210210T094148_93.wav,data/test_resampled/singapore_waters/Hantu-W_20210210T094148_93.wav,1,1,0.9921844005584717,1.0,1.0,57
HantuW_20210210_1_part0-1.wav,data/test_resampled/singapore_waters/HantuW_20210210_1_part0-1.wav,1,1,1.0,1.0,1.0,17
HantuW_20210210_1_part1.wav,data/test_resampled/singapore_waters/HantuW_20210210_1_part1.wav,1,1,1.0,1.0,1.0,17
HantuW_20210210_1_part2.wav,data/test_resampled/singapore_waters/HantuW_20210210_1_part2.wav,1,1,1.0,1.0,1.0,17
HantuW_20210210_2_part1.wav,data/test_resampled/singapore_waters/HantuW_20210210_2_part1.wav,1,1,1.0,1.0,1.0,17
RL-W_20210323T142351_205.wav,data/test_resampled/singapore_waters/RL-W_20210323T142351_205.wav,1,1,0.8590710163116455,1.0,0.8596491228070176,57
RL-W_20210323T142351_206.wav,data/test_resampled/singapore_waters/RL-W_20210323T142351_206.wav,1,1,0.8566352725028992,1.0,0.8596491228070176,57
RL-W_20210323T142351_5_newsound_squawklike.wav,data/test_resampled/singapore_waters/RL-W_20210323T142351_5_newsound_squawklike.wav,1,1,0.9999293088912964,1.0,1.0,57
RL-W_20210323T161915_161.wav,data/test_resampled/singapore_waters/RL-W_20210323T161915_161.wav,1,1,0.7783113718032837,1.0,0.7894736842105263,57
RL-W_20210323T161915_169.wav,data/test_resampled/singapore_waters/RL-W_20210323T161915_169.wav,1,1,0.8389673233032227,1.0,0.8421052631578947,57
RL-W_20210323T161915_184.wav,data/test_resampled/singapore_waters/RL-W_20210323T161915_184.wav,1,1,0.8268295526504517,1.0,0.8245614035087719,57
RL-W_20210323T161915_231.wav,data/test_resampled/singapore_waters/RL-W_20210323T161915_231.wav,1,1,0.8689671754837036,1.0,0.8771929824561403,57
RL-W_20210323T161915_276.wav,data/test_resampled/singapore_waters/RL-W_20210323T161915_276.wav,1,1,0.955842137336731,1.0,0.9649122807017544,57
RL-W_20210323T162419_103.wav,data/test_resampled/singapore_waters/RL-W_20210323T162419_103.wav,1,1,0.9198389649391174,1.0,0.9298245614035088,57
RL-W_20210323T162419_106.wav,data/test_resampled/singapore_waters/RL-W_20210323T162419_106.wav,1,1,0.7818662524223328,1.0,0.7894736842105263,57
RL-W_20210323T162419_116.wav,data/test_resampled/singapore_waters/RL-W_20210323T162419_116.wav,1,1,0.8658638000488281,1.0,0.8596491228070176,57
RL-W_20210323T162419_120.wav,data/test_resampled/singapore_waters/RL-W_20210323T162419_120.wav,1,1,0.8969829082489014,1.0,0.9122807017543859,57
RL-W_20210323T162419_136.wav,data/test_resampled/singapore_waters/RL-W_20210323T162419_136.wav,1,1,0.8910601139068604,1.0,0.8947368421052632,57
RL-W_20210323T162419_148.wav,data/test_resampled/singapore_waters/RL-W_20210323T162419_148.wav,1,1,0.8302276730537415,1.0,0.8421052631578947,57
RL-W_20210323T162419_149.wav,data/test_resampled/singapore_waters/RL-W_20210323T162419_149.wav,1,1,0.8673720955848694,1.0,0.8771929824561403,57
RL-W_20210323T162419_165.wav,data/test_resampled/singapore_waters/RL-W_20210323T162419_165.wav,1,1,0.8137038946151733,1.0,0.8245614035087719,57
RL-W_20210323T162419_166.wav,data/test_resampled/singapore_waters/RL-W_20210323T162419_166.wav,1,1,0.7883012890815735,1.0,0.8070175438596491,57
RL-W_20210323T162419_186.wav,data/test_resampled/singapore_waters/RL-W_20210323T162419_186.wav,1,1,0.8560892343521118,1.0,0.8596491228070176,57
RL-W_20210323T162419_190.wav,data/test_resampled/singapore_waters/RL-W_20210323T162419_190.wav,1,1,0.8152483701705933,1.0,0.8070175438596491,57
RL-W_20210323T162419_191.wav,data/test_resampled/singapore_waters/RL-W_20210323T162419_191.wav,1,1,0.8052449822425842,1.0,0.7894736842105263,57
RL-W_20210323T162419_209.wav,data/test_resampled/singapore_waters/RL-W_20210323T162419_209.wav,1,1,0.9285157918930054,1.0,0.9298245614035088,57
RL-W_20210323T162419_210.wav,data/test_resampled/singapore_waters/RL-W_20210323T162419_210.wav,1,1,0.9281203150749207,1.0,0.9298245614035088,57
RL-W_20210323T162419_212.wav,data/test_resampled/singapore_waters/RL-W_20210323T162419_212.wav,1,1,0.9346519112586975,1.0,0.9298245614035088,57
RL-W_20210323T162419_213.wav,data/test_resampled/singapore_waters/RL-W_20210323T162419_213.wav,1,1,0.922757089138031,1.0,0.9122807017543859,57
RL-W_20210323T162419_241.wav,data/test_resampled/singapore_waters/RL-W_20210323T162419_241.wav,1,1,0.7781644463539124,1.0,0.7719298245614035,57
RL-W_20210323T162419_242.wav,data/test_resampled/singapore_waters/RL-W_20210323T162419_242.wav,1,1,0.838691771030426,1.0,0.8421052631578947,57
RL-W_20210323T162419_26_anothertypeofsquawk.wav,data/test_resampled/singapore_waters/RL-W_20210323T162419_26_anothertypeofsquawk.wav,1,1,0.9211644530296326,1.0,0.9298245614035088,57
RL-W_20210323T162419_271.wav,data/test_resampled/singapore_waters/RL-W_20210323T162419_271.wav,1,1,0.6776712536811829,1.0,0.6491228070175439,57
RL-W_20210323T162419_56.wav,data/test_resampled/singapore_waters/RL-W_20210323T162419_56.wav,1,1,0.8905895352363586,1.0,0.8947368421052632,57
RL-W_20210323T162419_57.wav,data/test_resampled/singapore_waters/RL-W_20210323T162419_57.wav,1,1,0.86245197057724,1.0,0.8771929824561403,57
RL-W_20210323T162419_68.wav,data/test_resampled/singapore_waters/RL-W_20210323T162419_68.wav,1,1,0.8700258731842041,1.0,0.8596491228070176,57
RL-W_20210323T162419_69.wav,data/test_resampled/singapore_waters/RL-W_20210323T162419_69.wav,1,1,0.8949928283691406,1.0,0.8947368421052632,57
RL-W_20210323T162419_86.wav,data/test_resampled/singapore_waters/RL-W_20210323T162419_86.wav,1,1,0.9598488807678223,1.0,0.9649122807017544,57
RL-W_20210323T162419_87.wav,data/test_resampled/singapore_waters/RL-W_20210323T162419_87.wav,1,1,0.9170430302619934,1.0,0.9122807017543859,57
RL-W_20210323T162419_97.wav,data/test_resampled/singapore_waters/RL-W_20210323T162419_97.wav,1,1,0.8267447352409363,1.0,0.8421052631578947,57
SL-SE_20210127T162118_246.wav,data/test_resampled/singapore_waters/SL-SE_20210127T162118_246.wav,1,1,0.770235002040863,1.0,0.7719298245614035,57
SL-SE_20210127T162118_7.wav,data/test_resampled/singapore_waters/SL-SE_20210127T162118_7.wav,1,1,0.8904030919075012,1.0,0.8947368421052632,57
SL-SE_20210127_24_part1-2.wav,data/test_resampled/singapore_waters/SL-SE_20210127_24_part1-2.wav,1,1,0.5239794254302979,1.0,0.5294117647058824,17
SL-SE_20210127_24_part1.wav,data/test_resampled/singapore_waters/SL-SE_20210127_24_part1.wav,1,1,0.5607142448425293,1.0,0.5294117647058824,17
SL-SE_20210127_24_part2.wav,data/test_resampled/singapore_waters/SL-SE_20210127_24_part2.wav,1,1,0.7647505402565002,1.0,0.7647058823529411,17
click_KusuNE_20210222_15.wav,data/test_resampled/singapore_waters/click_KusuNE_20210222_15.wav,1,1,0.8649596571922302,1.0,0.8771929824561403,57
click_RL-W_20210323_105.wav,data/test_resampled/singapore_waters/click_RL-W_20210323_105.wav,1,1,0.9712991118431091,1.0,0.9824561403508771,57
click_RL-W_20210323_107.wav,data/test_resampled/singapore_waters/click_RL-W_20210323_107.wav,1,1,0.8977358341217041,1.0,0.9122807017543859,57
click_RL-W_20210323_120.wav,data/test_resampled/singapore_waters/click_RL-W_20210323_120.wav,1,1,0.8913893699645996,1.0,0.8947368421052632,57
click_RL-W_20210323_29.wav,data/test_resampled/singapore_waters/click_RL-W_20210323_29.wav,1,1,0.9431244730949402,1.0,0.9298245614035088,57
click_RL-W_20210323_49.wav,data/test_resampled/singapore_waters/click_RL-W_20210323_49.wav,1,1,0.925308108329773,1.0,0.9122807017543859,57
click_RL-W_20210323_73.wav,data/test_resampled/singapore_waters/click_RL-W_20210323_73.wav,1,1,0.9417008757591248,1.0,0.9473684210526315,57
click_RL-W_20210323_74.wav,data/test_resampled/singapore_waters/click_RL-W_20210323_74.wav,1,1,0.9789758920669556,1.0,0.9824561403508771,57
click_RL-W_20210323_85.wav,data/test_resampled/singapore_waters/click_RL-W_20210323_85.wav,1,1,0.9306550025939941,1.0,0.9298245614035088,57
click_RL-W_20210323_89.wav,data/test_resampled/singapore_waters/click_RL-W_20210323_89.wav,1,1,0.9995067119598389,1.0,1.0,57
click_RL-W_202103_105.wav,data/test_resampled/singapore_waters/click_RL-W_202103_105.wav,1,1,0.9712991118431091,1.0,0.9824561403508771,57
click_RL-W_202103_107.wav,data/test_resampled/singapore_waters/click_RL-W_202103_107.wav,1,1,0.8977358341217041,1.0,0.9122807017543859,57
click_RL-W_202103_120.wav,data/test_resampled/singapore_waters/click_RL-W_202103_120.wav,1,1,0.8913893699645996,1.0,0.8947368421052632,57
click_RL-W_202103_29.wav,data/test_resampled/singapore_waters/click_RL-W_202103_29.wav,1,1,0.9431244730949402,1.0,0.9298245614035088,57
click_RL-W_202103_49.wav,data/test_resampled/singapore_waters/click_RL-W_202103_49.wav,1,1,0.925308108329773,1.0,0.9122807017543859,57
click_RL-W_202103_73.wav,data/test_resampled/singapore_waters/click_RL-W_202103_73.wav,1,1,0.9417008757591248,1.0,0.9473684210526315,57
click_RL-W_202103_74.wav,data/test_resampled/singapore_waters/click_RL-W_202103_74.wav,1,1,0.9789758920669556,1.0,0.9824561403508771,57
click_RL-W_202103_85.wav,data/test_resampled/singapore_waters/click_RL-W_202103_85.wav,1,1,0.9306550025939941,1.0,0.9298245614035088,57
click_RL-W_202103_89.wav,data/test_resampled/singapore_waters/click_RL-W_202103_89.wav,1,1,0.9995067119598389,1.0,1.0,57
click_SL-SE 20210127-24-highres.wav,data/test_resampled/singapore_waters/click_SL-SE 20210127-24-highres.wav,1,1,0.6407869458198547,1.0,0.6140350877192983,57
click_SL-SE 20210127-35.wav,data/test_resampled/singapore_waters/click_SL-SE 20210127-35.wav,1,1,0.6505119800567627,1.0,0.6491228070175439,57
click_SL-SE 20210127-45.wav,data/test_resampled/singapore_waters/click_SL-SE 20210127-45.wav,1,1,0.7812425494194031,1.0,0.7894736842105263,57
click_SL-SE 20210127-81.wav,data/test_resampled/singapore_waters/click_SL-SE 20210127-81.wav,1,1,0.7724390029907227,1.0,0.7543859649122807,57
click_SL-SE 20210127-96.wav,data/test_resampled/singapore_waters/click_SL-SE 20210127-96.wav,1,1,0.7017409801483154,1.0,0.7192982456140351,57
HantuW_20210210_1_part1.wav,data/test_resampled/singapore_waters/training_cleaned/HantuW_20210210_1_part1.wav,1,1,0.5294117331504822,1.0,0.5294117647058824,17
HantuW_20210210_2_part1.wav,data/test_resampled/singapore_waters/training_cleaned/HantuW_20210210_2_part1.wav,1,1,0.47027042508125305,1.0,0.47058823529411764,17
SL-SE_20210127_24_part1.wav,data/test_resampled/singapore_waters/training_cleaned/SL-SE_20210127_24_part1.wav,1,1,0.4115478992462158,1.0,0.4117647058823529,17
SL-SE_20210127_24_part2.wav,data/test_resampled/singapore_waters/training_cleaned/SL-SE_20210127_24_part2.wav,1,1,0.4742167294025421,0.9998921155929565,0.4117647058823529,17
SL-SE_20210127_24_part3.wav,data/test_resampled/singapore_waters/training_cleaned/SL-SE_20210127_24_part3.wav,1,1,1.0,1.0,1.0,17
click_RL-W_20210323_105.wav,data/test_resampled/singapore_waters/training_cleaned/click_RL-W_20210323_105.wav,1,1,0.2607181966304779,1.0,0.23529411764705882,17
click_RL-W_20210323_120.wav,data/test_resampled/singapore_waters/training_cleaned/click_RL-W_20210323_120.wav,1,1,0.5882901549339294,1.0,0.5882352941176471,17
click_RL-W_20210323_29.wav,data/test_resampled/singapore_waters/training_cleaned/click_RL-W_20210323_29.wav,1,1,0.42419445514678955,1.0,0.4117647058823529,17
click_RL-W_20210323_73.wav,data/test_resampled/singapore_waters/training_cleaned/click_RL-W_20210323_73.wav,1,1,0.23719608783721924,1.0,0.23529411764705882,17
click_RL-W_20210323_74.wav,data/test_resampled/singapore_waters/training_cleaned/click_RL-W_20210323_74.wav,1,1,0.2964605391025543,1.0,0.29411764705882354,17
click_RL-W_20210323_74_part2.wav,data/test_resampled/singapore_waters/training_cleaned/click_RL-W_20210323_74_part2.wav,1,1,0.23534348607063293,1.0,0.23529411764705882,17
click_RL-W_20210323_85.wav,data/test_resampled/singapore_waters/training_cleaned/click_RL-W_20210323_85.wav,1,1,0.47058823704719543,1.0,0.47058823529411764,17
click_RL-W_20210323_89.wav,data/test_resampled/singapore_waters/training_cleaned/click_RL-W_20210323_89.wav,1,1,0.7646222710609436,1.0,0.7647058823529411,17
click_SL-SE 20210127-35.wav,data/test_resampled/singapore_waters/training_cleaned/click_SL-SE 20210127-35.wav,1,1,0.24494731426239014,0.9963749051094055,0.29411764705882354,17
click_SL-SE 20210127-45.wav,data/test_resampled/singapore_waters/training_cleaned/click_SL-SE 20210127-45.wav,1,1,0.19323250651359558,1.0,0.1875,16
click_SL-SE 20210127-96.wav,data/test_resampled/singapore_waters/training_cleaned/click_SL-SE 20210127-96.wav,1,1,0.1944444626569748,1.0,0.17647058823529413,17
HantuW_20210210_1_part2.wav,data/test_resampled/singapore_waters/validation_cleaned/HantuW_20210210_1_part2.wav,1,1,0.5508133172988892,1.0,0.5294117647058824,17
HantuW_20210210_2_part2.wav,data/test_resampled/singapore_waters/validation_cleaned/HantuW_20210210_2_part2.wav,1,1,0.5346593856811523,1.0,0.5294117647058824,17
SL-SE_20210127_24_part2.wav,data/test_resampled/singapore_waters/validation_cleaned/SL-SE_20210127_24_part2.wav,1,1,0.7647925615310669,1.0,0.7647058823529411,17
click_RL-W_20210323_49.wav,data/test_resampled/singapore_waters/validation_cleaned/click_RL-W_20210323_49.wav,1,1,0.6999634504318237,1.0,0.7058823529411765,17
click_RL-W_20210323_74.wav,data/test_resampled/singapore_waters/validation_cleaned/click_RL-W_20210323_74.wav,1,1,0.296462744474411,1.0,0.29411764705882354,17
click_RL-W_20210323_89.wav,data/test_resampled/singapore_waters/validation_cleaned/click_RL-W_20210323_89.wav,1,1,0.7646223306655884,1.0,0.7647058823529411,17
click_SL-SE 20210127-96.wav,data/test_resampled/singapore_waters/validation_cleaned/click_SL-SE 20210127-96.wav,1,1,0.19445621967315674,1.0,0.17647058823529413,17
22__19_07_13_adventure_maniobra_seg0000.wav,data/test_noise_segments/22__19_07_13_adventure_maniobra_seg0000.wav,0,0,0.08703755587339401,0.9999998807907104,0.08247422680412371,97
22__19_07_13_adventure_maniobra_seg0001.wav,data/test_noise_segments/22__19_07_13_adventure_maniobra_seg0001.wav,0,0,0.0699465274810791,0.9999997615814209,0.07216494845360824,97
22__19_07_13_adventure_maniobra_seg0002.wav,data/test_noise_segments/22__19_07_13_adventure_maniobra_seg0002.wav,0,0,8.728974876248685e-09,6.511272090392595e-07,0.0,97
22__19_07_13_adventure_maniobra_seg0003.wav,data/test_noise_segments/22__19_07_13_adventure_maniobra_seg0003.wav,0,0,2.088470507644047e-09,1.868862540277405e-07,0.0,97
22__19_07_13_adventure_maniobra_seg0004.wav,data/test_noise_segments/22__19_07_13_adventure_maniobra_seg0004.wav,0,0,0.07180583477020264,1.0,0.07216494845360824,97
22__19_07_13_adventure_maniobra_seg0005.wav,data/test_noise_segments/22__19_07_13_adventure_maniobra_seg0005.wav,0,0,0.0007710243808105588,0.07045634090900421,0.0,97
22__19_07_13_adventure_maniobra_seg0006.wav,data/test_noise_segments/22__19_07_13_adventure_maniobra_seg0006.wav,0,0,0.014119279570877552,0.933251142501831,0.010309278350515464,97
22__19_07_13_adventure_maniobra_seg0007.wav,data/test_noise_segments/22__19_07_13_adventure_maniobra_seg0007.wav,0,0,1.4138578308120486e-08,1.2473713013605447e-06,0.0,97
22__19_07_13_adventure_maniobra_seg0008.wav,data/test_noise_segments/22__19_07_13_adventure_maniobra_seg0008.wav,0,0,0.03848017007112503,0.9979450106620789,0.041237113402061855,97
22__19_07_13_adventure_maniobra_seg0009.wav,data/test_noise_segments/22__19_07_13_adventure_maniobra_seg0009.wav,0,0,0.0034579813946038485,0.245260089635849,0.0,97
22__19_07_13_adventure_maniobra_seg0010.wav,data/test_noise_segments/22__19_07_13_adventure_maniobra_seg0010.wav,0,0,0.003957818262279034,0.3718619644641876,0.0,97
6__10_07_13_marDeCangas_Entra_seg0000.wav,data/test_noise_segments/6__10_07_13_marDeCangas_Entra_seg0000.wav,0,1,0.27845123410224915,1.0,0.26804123711340205,97
6__10_07_13_marDeCangas_Entra_seg0001.wav,data/test_noise_segments/6__10_07_13_marDeCangas_Entra_seg0001.wav,0,1,0.13729357719421387,1.0,0.14432989690721648,97
6__10_07_13_marDeCangas_Entra_seg0002.wav,data/test_noise_segments/6__10_07_13_marDeCangas_Entra_seg0002.wav,0,1,0.12294638156890869,0.9999986886978149,0.12371134020618557,97
6__10_07_13_marDeCangas_Entra_seg0003.wav,data/test_noise_segments/6__10_07_13_marDeCangas_Entra_seg0003.wav,0,0,0.001796941040083766,0.07125481218099594,0.0,97
6__10_07_13_marDeCangas_Entra_seg0004.wav,data/test_noise_segments/6__10_07_13_marDeCangas_Entra_seg0004.wav,0,0,0.06871046125888824,0.9999548196792603,0.07216494845360824,97
